192.168.11.248;2404;192.168.11.111;61254;7.988457;60
192.168.11.248;2404;192.168.11.111;61254;8.191193;104
192.168.11.248;2404;192.168.11.111;61254;11.477121;81
192.168.11.248;2404;192.168.11.111;61254;17.276845;81
192.168.11.248;2404;192.168.11.111;61254;21.276420;81
192.168.11.248;2404;192.168.11.111;61254;26.075896;81
192.168.11.248;2404;192.168.11.111;61254;35.274842;81
192.168.11.248;2404;192.168.11.111;61254;44.273997;81
192.168.11.248;2404;192.168.11.111;61254;48.673974;81
192.168.11.248;2404;192.168.11.111;61254;51.874267;81
192.168.11.248;2404;192.168.11.111;61254;55.074698;81
192.168.11.248;2404;192.168.11.111;61254;60.875485;81
192.168.11.248;2404;192.168.11.111;61254;63.677885;81
192.168.11.248;2404;192.168.11.111;61254;68.275429;81
192.168.11.248;2404;192.168.11.111;61254;72.674583;81
192.168.11.248;2404;192.168.11.111;61254;84.669994;81
192.168.11.248;2404;192.168.11.111;61254;94.867564;81
192.168.11.248;2404;192.168.11.111;61254;97.121445;81
192.168.11.248;2404;192.168.11.111;61254;101.129400;81
192.168.11.248;2404;192.168.11.111;61254;104.266276;81
192.168.11.248;2404;192.168.11.111;61254;105.266058;81
192.168.11.248;2404;192.168.11.111;61254;111.866098;81
192.168.11.248;2404;192.168.11.111;61254;113.666237;81
192.168.11.248;2404;192.168.11.111;61254;116.266485;81
192.168.11.248;2404;192.168.11.111;61254;123.067100;81
192.168.11.248;2404;192.168.11.111;61254;127.267681;81
192.168.11.248;2404;192.168.11.111;61254;132.868578;81
192.168.11.248;2404;192.168.11.111;61254;137.705294;81
192.168.11.248;2404;192.168.11.111;61254;140.269482;81
192.168.11.248;2404;192.168.11.111;61254;149.871229;81
192.168.11.248;2404;192.168.11.111;61254;151.071510;81
192.168.11.248;2404;192.168.11.111;61254;156.472555;81
192.168.11.248;2404;192.168.11.111;61254;161.273151;81
192.168.11.248;2404;192.168.11.111;61254;164.073742;81
192.168.11.248;2404;192.168.11.111;61254;166.274056;81
192.168.11.248;2404;192.168.11.111;61254;170.275231;81
192.168.11.248;2404;192.168.11.111;61254;181.297257;81
192.168.11.248;2404;192.168.11.111;61254;186.676905;81
192.168.11.248;2404;192.168.11.111;61254;189.477015;81
192.168.11.248;2404;192.168.11.111;61254;191.239326;60
192.168.11.248;2404;192.168.11.111;61254;193.477410;81
192.168.11.248;2404;192.168.11.111;61254;194.877607;81
192.168.11.248;2404;192.168.11.111;61254;198.078108;81
192.168.11.248;2404;192.168.11.111;61254;208.880413;81
192.168.11.248;2404;192.168.11.111;61254;214.281486;81
192.168.11.248;2404;192.168.11.111;61254;217.882456;81
192.168.11.248;2404;192.168.11.111;61254;221.884138;81
192.168.11.248;2404;192.168.11.111;61254;225.284232;81
192.168.11.248;2404;192.168.11.111;61254;226.284516;81
192.168.11.248;2404;192.168.11.111;61254;227.284902;81
192.168.11.248;2404;192.168.11.111;61254;230.903081;81
192.168.11.248;2404;192.168.11.111;61254;240.089620;81
192.168.11.248;2404;192.168.11.111;61254;249.094261;81
192.168.11.248;2404;192.168.11.111;61254;252.946512;81
192.168.11.248;2404;192.168.11.111;61254;255.698076;81
192.168.11.248;2404;192.168.11.111;61254;265.503227;81
192.168.11.248;2404;192.168.11.111;61254;273.106006;81
192.168.11.248;2404;192.168.11.111;61254;277.507935;81
192.168.11.248;2404;192.168.11.111;61254;280.708735;81
192.168.11.248;2404;192.168.11.111;61254;288.312221;81
192.168.11.248;2404;192.168.11.111;61254;293.714740;81
192.168.11.248;2404;192.168.11.111;61254;297.916882;81
192.168.11.248;2404;192.168.11.111;61254;302.119039;81
192.168.11.248;2404;192.168.11.111;61254;318.328316;81
192.168.11.248;2404;192.168.11.111;61254;321.730130;81
192.168.11.248;2404;192.168.11.111;61254;326.532319;81
192.168.11.248;2404;192.168.11.111;61254;331.134363;81
192.168.11.248;2404;192.168.11.111;61254;333.735298;81
192.168.11.248;2404;192.168.11.111;61254;341.937714;81
192.168.11.248;2404;192.168.11.111;61254;346.338945;81
192.168.11.248;2404;192.168.11.111;61254;349.151480;81
192.168.11.248;2404;192.168.11.111;61254;349.365759;81
192.168.11.248;2404;192.168.11.111;61254;353.541098;81
192.168.11.248;2404;192.168.11.111;61254;356.542412;81
192.168.11.248;2404;192.168.11.111;61254;361.344891;81
192.168.11.248;2404;192.168.11.111;61254;366.948574;81
192.168.11.248;2404;192.168.11.111;61254;370.350377;81
192.168.11.248;2404;192.168.11.111;61254;381.755992;81
192.168.11.248;2404;192.168.11.111;61254;386.157513;81
192.168.11.248;2404;192.168.11.111;61254;388.758760;81
192.168.11.248;2404;192.168.11.111;61254;389.558917;81
192.168.11.248;2404;192.168.11.111;61254;392.162172;81
192.168.11.248;2404;192.168.11.111;61254;404.166275;81
192.168.11.248;2404;192.168.11.111;61254;410.369738;96
192.168.11.248;2404;192.168.11.111;61254;412.973397;81
192.168.11.248;2404;192.168.11.111;61254;418.799236;81
192.168.11.248;2404;192.168.11.111;61254;421.805248;81
192.168.11.248;2404;192.168.11.111;61254;423.978883;81
192.168.11.248;2404;192.168.11.111;61254;431.825869;81
192.168.11.248;2404;192.168.11.111;61254;436.388959;81
192.168.11.248;2404;192.168.11.111;61254;438.187731;81
192.168.11.248;2404;192.168.11.111;61254;444.852275;81
192.168.11.248;2404;192.168.11.111;61254;446.992753;81
192.168.11.248;2404;192.168.11.111;61254;453.596919;81
192.168.11.248;2404;192.168.11.111;61254;456.999459;81
192.168.11.248;2404;192.168.11.111;61254;461.401992;81
192.168.11.248;2404;192.168.11.111;61254;466.804429;81
192.168.11.248;2404;192.168.11.111;61254;467.404730;81
192.168.11.248;2404;192.168.11.111;61254;470.410564;81
192.168.11.248;2404;192.168.11.111;61254;471.412533;81
192.168.11.248;2404;192.168.11.111;61254;482.613465;81
192.168.11.248;2404;192.168.11.111;61254;489.217274;81
192.168.11.248;2404;192.168.11.111;61254;492.217291;81
192.168.11.248;2404;192.168.11.111;61254;494.618878;81
192.168.11.248;2404;192.168.11.111;61254;499.621887;81
192.168.11.248;2404;192.168.11.111;61254;503.223580;81
192.168.11.248;2404;192.168.11.111;61254;505.225501;81
192.168.11.248;2404;192.168.11.111;61254;508.827371;81
192.168.11.248;2404;192.168.11.111;61254;519.632080;81
192.168.11.248;2404;192.168.11.111;61254;523.634236;81
192.168.11.248;2404;192.168.11.111;61254;525.434868;81
192.168.11.248;2404;192.168.11.111;61254;529.236736;81
192.168.11.248;2404;192.168.11.111;61254;532.237772;81
192.168.11.248;2404;192.168.11.111;61254;533.438889;81
192.168.11.248;2404;192.168.11.111;61254;544.066334;81
192.168.11.248;2404;192.168.11.111;61254;548.244228;81
192.168.11.248;2404;192.168.11.111;61254;551.845196;81
192.168.11.248;2404;192.168.11.111;61254;556.447176;81
192.168.11.248;2404;192.168.11.111;61254;558.647880;81
192.168.11.248;2404;192.168.11.111;61254;567.450736;81
192.168.11.248;2404;192.168.11.111;61254;571.451437;81
192.168.11.248;2404;192.168.11.111;61254;573.651438;81
192.168.11.248;2404;192.168.11.111;61254;576.451509;81
192.168.11.248;2404;192.168.11.111;61254;583.451086;81
192.168.11.248;2404;192.168.11.111;61254;588.250940;81
192.168.11.248;2404;192.168.11.111;61254;588.659913;81
192.168.11.248;2404;192.168.11.111;61254;593.250973;81
192.168.11.248;2404;192.168.11.111;61254;595.250974;81
192.168.11.248;2404;192.168.11.111;61254;597.850830;81
192.168.11.248;2404;192.168.11.111;61254;606.697428;81
192.168.11.248;2404;192.168.11.111;61254;613.850400;81
192.168.11.248;2404;192.168.11.111;61254;622.050941;81
192.168.11.248;2404;192.168.11.111;61254;625.652060;81
192.168.11.248;2404;192.168.11.111;61254;628.851851;81
192.168.11.248;2404;192.168.11.111;61254;632.452674;81
192.168.11.248;2404;192.168.11.111;61254;642.056497;81
192.168.11.248;2404;192.168.11.111;61254;650.460305;81
192.168.11.248;2404;192.168.11.111;61254;654.298886;81
192.168.11.248;2404;192.168.11.111;61254;662.313755;81
192.168.11.248;2404;192.168.11.111;61254;669.666430;81
192.168.11.248;2404;192.168.11.111;61254;677.870284;81
192.168.11.248;2404;192.168.11.111;61254;692.878707;81
192.168.11.248;2404;192.168.11.111;61254;698.073772;81
